"f_year","groups","year","seg_urban_perc"
2005,"[380,390)",2005,0.1162464335
2005,"[390,400)",2005,0.0101356732
2005,"[400,410)",2005,0.0063285936
2005,"[410,420)",2005,0.0082205398
2005,"[420,430)",2005,0.0444167302
2005,"[430,440)",2005,0.097836882
2005,"[440,450)",2005,0.0027781009
2005,"[450,460)",2005,0.0015474363
2005,"[460,470)",2005,0.0094207829
2005,"[470,480)",2005,0.0634740837
2005,"[480,490)",2005,0.0684712912
2005,"[490,500)",2005,0.0106839566
2005,"[500,510)",2005,0.0136635948
2005,"[510,520)",2005,0.0037605418
2005,"[520,530)",2005,0.0275458586
2005,"[530,540)",2005,0.0204160076
2005,"[540,550)",2005,0.000184039
2005,"[550,560)",2005,0.0009212772
2005,"[560,570)",2005,0.0586798129
2005,"[570,580)",2005,0.0802041221
2005,"[580,590)",2005,0.1601939616
2005,"[590,600)",2005,0.615669167
2005,"[600,610)",2005,0.9547920139
2005,"[610,620)",2005,0.7869050901
2005,"[620,630)",2005,0.4050781164
2005,"[630,640)",2005,0.2481059716
2005,"[640,650)",2005,0.0994859782
2005,"[650,660)",2005,0.0908969228
2005,"[660,670)",2005,0.0152724272
2005,"[670,680)",2005,0.0366141012
2005,"[680,690)",2005,0.0674560059
2005,"[690,700)",2005,0.4557719641
2005,"[700,710)",2005,0.2838838025
2005,"[710,720)",2005,0.0203754251
2005,"[720,730)",2005,0.0569687513
2005,"[730,740)",2005,0.2981944766
2005,"[740,750)",2005,0.1222288583
2005,"[750,760)",2005,0.0489208345
2005,"[760,770)",2005,0.0615839116
2005,"[770,780)",2005,0.0366204114
2005,"[780,790)",2005,0.0473109863
2005,"[790,800)",2005,0.0730644219
2005,"[800,810)",2005,0.1624524564
2005,"[810,820)",2005,0.0764083989
2005,"[820,830)",2005,0.0146585094
2005,"[830,840)",2005,0.0030444356
2005,"[840,850)",2005,0.1162795365
2005,"[850,860)",2005,0.4892833244
2005,"[860,870)",2005,0.2147951545
2005,"[870,880)",2005,0.0246510057
2005,"[880,890)",2005,0.0692309533
2005,"[890,900)",2005,0.0148355383
2005,"[900,910)",2005,0.0273760952
2005,"[910,920)",2005,0.0541966558
2005,"[920,930)",2005,0.0184639444
2005,"[930,940)",2005,0.0056530404
2005,"[940,950)",2005,0.013124273
2005,"[950,960)",2005,0.0054814423
2005,"[960,970)",2005,0.0160320412
2005,"[970,980)",2005,0.0092025905
2005,"[980,990)",2005,0
2005,"[990,1000)",2005,0.0023881148
2005,"[1000,1010)",2005,0.2127985418
2005,"[1010,1020)",2005,0.245320641
2005,"[1020,1030)",2005,0.040533266
2005,"[1030,1040)",2005,0.0005710371
2005,"[1040,1050)",2005,0.046706986
2005,"[1050,1060)",2005,0.0056404986
2005,"[1060,1070)",2005,0.0702469668
2005,"[1070,1080)",2005,0.0241176893
2005,"[1080,1090)",2005,0.0019632871
2005,"[1090,1100)",2005,0.0230850014
2005,"[1100,1110)",2005,0.1519798194
2005,"[1110,1120)",2005,0.1923928936
2005,"[1120,1130)",2005,0.0078999943
2005,"[1130,1140)",2005,0.0001896241
2005,"[1140,1150)",2005,0.0028180362
2005,"[1150,1160)",2005,0.0412818507
2005,"[1160,1170)",2005,0.0296039807
2005,"[1170,1180)",2005,0.0158006399
2005,"[1180,1190)",2005,0.0239222071
2005,"[1190,1200)",2005,0.0571067329
2005,"[1200,1210)",2005,0.4370711536
2005,"[1210,1220)",2005,0.5037065248
2005,"[1220,1230)",2005,0.2246429022
2005,"[1230,1240)",2005,0.0562524493
2005,"[1240,1250)",2005,0.2586522533
2005,"[1250,1260)",2005,0.4509241692
2005,"[1260,1270)",2005,0.2052767892
2005,"[1270,1280)",2005,0.1463986169
2005,"[1280,1290)",2005,0.3652005751
2005,"[1290,1300)",2005,0.5183182245
2005,"[1300,1310)",2005,0.7373753029
2005,"[1310,1320)",2005,0.5983608247
2005,"[1320,1330)",2005,0.3408993396
2005,"[1330,1340)",2005,0.2679745688
2005,"[1340,1350)",2005,0.1699397519
2005,"[1350,1360)",2005,0.2767510894
2005,"[1360,1370)",2005,0.116614214
2005,"[1370,1380)",2005,0.1830781815
2005,"[1380,1390)",2005,0.312302536
2005,"[1390,1400)",2005,0.2452593987
2005,"[1400,1410)",2005,0.3496798534
2005,"[1410,1420)",2005,0.2114279723
2005,"[1420,1430)",2005,0.0734584597
2005,"[1430,1440)",2005,0.2271974148
2005,"[1440,1450)",2005,0.2108377862
2005,"[1450,1460)",2005,0.1116555128
2005,"[1460,1470)",2005,0.0531847081
2005,"[1470,1480)",2005,0.2931470179
2005,"[1480,1490)",2005,0.1799771406
2005,"[1490,1500)",2005,0.4576720027
2006,"[0,10)",2006,0.2663480011
2006,"[10,20)",2006,0.1525211946
2006,"[20,30)",2006,0.0910994936
2006,"[30,40)",2006,0.0600764653
2006,"[40,50)",2006,0.0627150424
2006,"[50,60)",2006,0.0264249328
2006,"[60,70)",2006,0.0091949453
2006,"[70,80)",2006,0.0036749217
2006,"[80,90)",2006,0.0304185289
2006,"[90,100)",2006,0.1273981256
2006,"[100,110)",2006,0.0572983883
2006,"[110,120)",2006,0.0078417114
2006,"[120,130)",2006,0.0016113176
2006,"[130,140)",2006,0.0132803901
2006,"[140,150)",2006,0.3487559501
2006,"[150,160)",2006,0.3957341473
2006,"[160,170)",2006,0.0347074098
2006,"[170,180)",2006,0.0375283601
2006,"[180,190)",2006,0.0620361274
2006,"[190,200)",2006,0.043364002
2006,"[200,210)",2006,0.0350715287
2006,"[210,220)",2006,0.0056379047
2006,"[220,230)",2006,0.012176656
2006,"[230,240)",2006,0.0999310205
2006,"[240,250)",2006,0.0120374369
2006,"[250,260)",2006,0.0011695767
2006,"[260,270)",2006,0.0095169014
2006,"[270,280)",2006,0.0037594436
2006,"[280,290)",2006,0
2006,"[290,300)",2006,0.0279082941
2006,"[300,310)",2006,0.080474677
2006,"[310,320)",2006,0
2006,"[320,330)",2006,0.0014257591
2006,"[330,340)",2006,0.00744045
2006,"[340,350)",2006,0.0115674595
2006,"[350,360)",2006,0.0013930323
2006,"[360,370)",2006,0.09516815
2006,"[370,380)",2006,0.0495652261
2006,"[380,390)",2006,0.1162464335
2006,"[390,400)",2006,0.0101356732
2006,"[400,410)",2006,0.0063285936
2006,"[410,420)",2006,0.0082205398
2006,"[420,430)",2006,0.0444167302
2006,"[430,440)",2006,0.097836882
2006,"[440,450)",2006,0.0027781009
2006,"[450,460)",2006,0.0015474363
2006,"[460,470)",2006,0.0094207829
2006,"[470,480)",2006,0.0634740837
2006,"[480,490)",2006,0.0684712912
2006,"[490,500)",2006,0.0106839566
2006,"[500,510)",2006,0.0136635948
2006,"[510,520)",2006,0.0037605418
2006,"[520,530)",2006,0.0275458586
2006,"[530,540)",2006,0.0204160076
2006,"[540,550)",2006,0.000184039
2006,"[550,560)",2006,0.0009212772
2006,"[560,570)",2006,0.0596271275
2006,"[570,580)",2006,0.0815473623
2006,"[580,590)",2006,0.1641809039
2006,"[590,600)",2006,0.6238870678
2006,"[600,610)",2006,0.9571125982
2006,"[610,620)",2006,0.7948627087
2006,"[620,630)",2006,0.4106858299
2006,"[630,640)",2006,0.2481059716
2006,"[640,650)",2006,0.0994859782
2006,"[650,660)",2006,0.0908969228
2006,"[660,670)",2006,0.0152724272
2006,"[670,680)",2006,0.0366141012
2006,"[680,690)",2006,0.0674560059
2006,"[690,700)",2006,0.455771964
2006,"[700,710)",2006,0.2838838025
2006,"[710,720)",2006,0.0203754251
2006,"[720,730)",2006,0.0584139163
2006,"[730,740)",2006,0.3006562873
2006,"[740,750)",2006,0.1222288583
2006,"[750,760)",2006,0.0489208345
2006,"[760,770)",2006,0.0615839116
2006,"[770,780)",2006,0.0366204114
2006,"[780,790)",2006,0.0473109863
2006,"[790,800)",2006,0.0730644219
2006,"[800,810)",2006,0.1624524564
2006,"[810,820)",2006,0.0764083989
2006,"[820,830)",2006,0.0146585094
2006,"[830,840)",2006,0.0030444356
2006,"[840,850)",2006,0.1162795365
2006,"[850,860)",2006,0.4910562994
2006,"[860,870)",2006,0.2190098498
2006,"[870,880)",2006,0.0261030733
2006,"[880,890)",2006,0.0785942666
2006,"[890,900)",2006,0.01780737
2006,"[900,910)",2006,0.0273760952
2006,"[910,920)",2006,0.0541966558
2006,"[920,930)",2006,0.0184639444
2006,"[930,940)",2006,0.0056530404
2006,"[940,950)",2006,0.013124273
2006,"[950,960)",2006,0.0054814423
2006,"[960,970)",2006,0.0160320412
2006,"[970,980)",2006,0.0092025905
2006,"[980,990)",2006,0
2006,"[990,1000)",2006,0.0023881148
2006,"[1000,1010)",2006,0.2127985418
2006,"[1010,1020)",2006,0.2460716309
2006,"[1020,1030)",2006,0.0404667905
2006,"[1030,1040)",2006,0.0005710371
2006,"[1040,1050)",2006,0.0486010526
2006,"[1050,1060)",2006,0.0056404986
2006,"[1060,1070)",2006,0.0702469668
2006,"[1070,1080)",2006,0.0241176893
2006,"[1080,1090)",2006,0.0019632871
2006,"[1090,1100)",2006,0.0230850014
2006,"[1100,1110)",2006,0.1519798195
2006,"[1110,1120)",2006,0.1964520914
2006,"[1120,1130)",2006,0.0099626506
2006,"[1130,1140)",2006,0.0005670912
2006,"[1140,1150)",2006,0.0078919967
2006,"[1150,1160)",2006,0.0498763137
2006,"[1160,1170)",2006,0.0306382567
2006,"[1170,1180)",2006,0.0175485535
2006,"[1180,1190)",2006,0.02973568
2006,"[1190,1200)",2006,0.0588997543
2006,"[1200,1210)",2006,0.4452723073
2006,"[1210,1220)",2006,0.5165247741
2006,"[1220,1230)",2006,0.2393315452
2006,"[1230,1240)",2006,0.0623233783
2006,"[1240,1250)",2006,0.2614542373
2006,"[1250,1260)",2006,0.4513453
2006,"[1260,1270)",2006,0.2120706955
2006,"[1270,1280)",2006,0.1551215903
2006,"[1280,1290)",2006,0.3671647116
2006,"[1290,1300)",2006,0.5190985671
2006,"[1300,1310)",2006,0.7373753029
2006,"[1310,1320)",2006,0.5983608246
2006,"[1320,1330)",2006,0.343563492
2006,"[1330,1340)",2006,0.282802156
2006,"[1340,1350)",2006,0.1880408841
2006,"[1350,1360)",2006,0.2856348629
2006,"[1360,1370)",2006,0.1323518531
2006,"[1370,1380)",2006,0.2004745306
2006,"[1380,1390)",2006,0.3221073587
2006,"[1390,1400)",2006,0.2589758409
2006,"[1400,1410)",2006,0.3540902014
2006,"[1410,1420)",2006,0.2114279723
2006,"[1420,1430)",2006,0.0763333332
2006,"[1430,1440)",2006,0.2320869378
2006,"[1440,1450)",2006,0.2296293958
2006,"[1450,1460)",2006,0.1185137523
2006,"[1460,1470)",2006,0.0538508411
2006,"[1470,1480)",2006,0.3039798051
2006,"[1480,1490)",2006,0.1936744786
2006,"[1490,1500)",2006,0.491636035
2007,"[0,10)",2007,0.2696886388
2007,"[10,20)",2007,0.1662521605
2007,"[20,30)",2007,0.09413575
2007,"[30,40)",2007,0.0631574118
2007,"[40,50)",2007,0.0713884072
2007,"[50,60)",2007,0.0347597412
2007,"[60,70)",2007,0.0097420193
2007,"[70,80)",2007,0.0046458871
2007,"[80,90)",2007,0.0342875587
2007,"[90,100)",2007,0.1290576996
2007,"[100,110)",2007,0.0583972481
2007,"[110,120)",2007,0.0078417114
2007,"[120,130)",2007,0.0016113176
2007,"[130,140)",2007,0.0132803901
2007,"[140,150)",2007,0.3487559501
2007,"[150,160)",2007,0.3963088928
2007,"[160,170)",2007,0.0347074098
2007,"[170,180)",2007,0.0375283601
2007,"[180,190)",2007,0.0620361274
2007,"[190,200)",2007,0.043364002
2007,"[200,210)",2007,0.0350715287
2007,"[210,220)",2007,0.0056379047
2007,"[220,230)",2007,0.012176656
2007,"[230,240)",2007,0.0999310205
2007,"[240,250)",2007,0.0120374369
2007,"[250,260)",2007,0.0011695767
2007,"[260,270)",2007,0.0095169014
2007,"[270,280)",2007,0.0037594436
2007,"[280,290)",2007,0
2007,"[290,300)",2007,0.0279082941
2007,"[300,310)",2007,0.080474677
2007,"[310,320)",2007,0
2007,"[320,330)",2007,0.0014257591
2007,"[330,340)",2007,0.00744045
2007,"[340,350)",2007,0.0115674595
2007,"[350,360)",2007,0.0013930323
2007,"[360,370)",2007,0.09516815
2007,"[370,380)",2007,0.050018396
2007,"[380,390)",2007,0.1186294785
2007,"[390,400)",2007,0.0101356732
2007,"[400,410)",2007,0.0063285936
2007,"[410,420)",2007,0.0082094409
2007,"[420,430)",2007,0.0444167302
2007,"[430,440)",2007,0.097836882
2007,"[440,450)",2007,0.0027781009
2007,"[450,460)",2007,0.0015474363
2007,"[460,470)",2007,0.0094207829
2007,"[470,480)",2007,0.0634740837
2007,"[480,490)",2007,0.0684712912
2007,"[490,500)",2007,0.0106839566
2007,"[500,510)",2007,0.0136635948
2007,"[510,520)",2007,0.0037605418
2007,"[520,530)",2007,0.0275458586
2007,"[530,540)",2007,0.0204160076
2007,"[540,550)",2007,0.000184039
2007,"[550,560)",2007,0.0009212772
2007,"[560,570)",2007,0.0596271275
2007,"[570,580)",2007,0.0815473623
2007,"[580,590)",2007,0.1661998041
2007,"[590,600)",2007,0.631856147
2007,"[600,610)",2007,0.9577038726
2007,"[610,620)",2007,0.8028221198
2007,"[620,630)",2007,0.4175756942
2007,"[630,640)",2007,0.2561152571
2007,"[640,650)",2007,0.1024415381
2007,"[650,660)",2007,0.0937536841
2007,"[660,670)",2007,0.0152724272
2007,"[670,680)",2007,0.0366141012
2007,"[680,690)",2007,0.0674560059
2007,"[690,700)",2007,0.4557719641
2007,"[700,710)",2007,0.2838838025
2007,"[710,720)",2007,0.0203754251
2007,"[720,730)",2007,0.0608917988
2007,"[730,740)",2007,0.3043485593
2007,"[740,750)",2007,0.1222288583
2007,"[750,760)",2007,0.0500482695
2007,"[760,770)",2007,0.0632056154
2007,"[770,780)",2007,0.0366204114
2007,"[780,790)",2007,0.0486498172
2007,"[790,800)",2007,0.0746870918
2007,"[800,810)",2007,0.1639369509
2007,"[810,820)",2007,0.077646977
2007,"[820,830)",2007,0.0146585094
2007,"[830,840)",2007,0.0030444356
2007,"[840,850)",2007,0.1183496202
2007,"[850,860)",2007,0.4947015515
2007,"[860,870)",2007,0.2192057896
2007,"[870,880)",2007,0.0263095305
2007,"[880,890)",2007,0.0871399397
2007,"[890,900)",2007,0.0212024686
2007,"[900,910)",2007,0.0273760952
2007,"[910,920)",2007,0.0541966558
2007,"[920,930)",2007,0.0184639444
2007,"[930,940)",2007,0.005880643
2007,"[940,950)",2007,0.0142659525
2007,"[950,960)",2007,0.0054814423
2007,"[960,970)",2007,0.0160320412
2007,"[970,980)",2007,0.0092025905
2007,"[980,990)",2007,0
2007,"[990,1000)",2007,0.0023881148
2007,"[1000,1010)",2007,0.2143067538
2007,"[1010,1020)",2007,0.2503289087
2007,"[1020,1030)",2007,0.0428042874
2007,"[1030,1040)",2007,0.0005710371
2007,"[1040,1050)",2007,0.0500710552
2007,"[1050,1060)",2007,0.0056404986
2007,"[1060,1070)",2007,0.0702469668
2007,"[1070,1080)",2007,0.0241176893
2007,"[1080,1090)",2007,0.0019632871
2007,"[1090,1100)",2007,0.0230850014
2007,"[1100,1110)",2007,0.1519798194
2007,"[1110,1120)",2007,0.2020033424
2007,"[1120,1130)",2007,0.0132579481
2007,"[1130,1140)",2007,0.0005670912
2007,"[1140,1150)",2007,0.0078919967
2007,"[1150,1160)",2007,0.0498763137
2007,"[1160,1170)",2007,0.0306382567
2007,"[1170,1180)",2007,0.0175485535
2007,"[1180,1190)",2007,0.0309130089
2007,"[1190,1200)",2007,0.061359443
2007,"[1200,1210)",2007,0.456982153
2007,"[1210,1220)",2007,0.5210379859
2007,"[1220,1230)",2007,0.2579191707
2007,"[1230,1240)",2007,0.0727450902
2007,"[1240,1250)",2007,0.262746368
2007,"[1250,1260)",2007,0.4532394697
2007,"[1260,1270)",2007,0.2218221443
2007,"[1270,1280)",2007,0.1704602642
2007,"[1280,1290)",2007,0.3746330685
2007,"[1290,1300)",2007,0.521851131
2007,"[1300,1310)",2007,0.7441636688
2007,"[1310,1320)",2007,0.6042395308
2007,"[1320,1330)",2007,0.343563492
2007,"[1330,1340)",2007,0.2884590963
2007,"[1340,1350)",2007,0.2024870824
2007,"[1350,1360)",2007,0.2930233978
2007,"[1360,1370)",2007,0.1380287867
2007,"[1370,1380)",2007,0.2150101095
2007,"[1380,1390)",2007,0.339324624
2007,"[1390,1400)",2007,0.2705852971
2007,"[1400,1410)",2007,0.3675888578
2007,"[1410,1420)",2007,0.2172927487
2007,"[1420,1430)",2007,0.0845018207
2007,"[1430,1440)",2007,0.2458391449
2007,"[1440,1450)",2007,0.2427213465
2007,"[1450,1460)",2007,0.1337963917
2007,"[1460,1470)",2007,0.0596372842
2007,"[1470,1480)",2007,0.3251008222
2007,"[1480,1490)",2007,0.2120533322
2007,"[1490,1500)",2007,0.5076462843
2008,"[0,10)",2008,0.2698627572
2008,"[10,20)",2008,0.1681913613
2008,"[20,30)",2008,0.0959222717
2008,"[30,40)",2008,0.0638792282
2008,"[40,50)",2008,0.0741591761
2008,"[50,60)",2008,0.0362089968
2008,"[60,70)",2008,0.0097420193
2008,"[70,80)",2008,0.0052291483
2008,"[80,90)",2008,0.0362220734
2008,"[90,100)",2008,0.1290576996
2008,"[100,110)",2008,0.0583972481
2008,"[110,120)",2008,0.0078417114
2008,"[120,130)",2008,0.0016113176
2008,"[130,140)",2008,0.01438531
2008,"[140,150)",2008,0.3525741572
2008,"[150,160)",2008,0.3965010052
2008,"[160,170)",2008,0.0347074098
2008,"[170,180)",2008,0.0382753727
2008,"[180,190)",2008,0.0632838449
2008,"[190,200)",2008,0.0443683236
2008,"[200,210)",2008,0.0361068235
2008,"[210,220)",2008,0.0056379047
2008,"[220,230)",2008,0.012176656
2008,"[230,240)",2008,0.0999648688
2008,"[240,250)",2008,0.0120616302
2008,"[250,260)",2008,0.0011695767
2008,"[260,270)",2008,0.0095169014
2008,"[270,280)",2008,0.0037594436
2008,"[280,290)",2008,0
2008,"[290,300)",2008,0.0279082941
2008,"[300,310)",2008,0.080474677
2008,"[310,320)",2008,0
2008,"[320,330)",2008,0.0014257591
2008,"[330,340)",2008,0.00744045
2008,"[340,350)",2008,0.0115674595
2008,"[350,360)",2008,0.0013930323
2008,"[360,370)",2008,0.09516815
2008,"[370,380)",2008,0.050018396
2008,"[380,390)",2008,0.1186294785
2008,"[390,400)",2008,0.0101356732
2008,"[400,410)",2008,0.0063285936
2008,"[410,420)",2008,0.0082094409
2008,"[420,430)",2008,0.0444167302
2008,"[430,440)",2008,0.097836882
2008,"[440,450)",2008,0.0027781009
2008,"[450,460)",2008,0.0015474363
2008,"[460,470)",2008,0.0094207829
2008,"[470,480)",2008,0.0653020956
2008,"[480,490)",2008,0.0710177892
2008,"[490,500)",2008,0.0107040167
2008,"[500,510)",2008,0.0136705986
2008,"[510,520)",2008,0.0037605418
2008,"[520,530)",2008,0.0275458586
2008,"[530,540)",2008,0.0204160076
2008,"[540,550)",2008,0.000184039
2008,"[550,560)",2008,0.0009212772
2008,"[560,570)",2008,0.0605741246
2008,"[570,580)",2008,0.0828900913
2008,"[580,590)",2008,0.1692043048
2008,"[590,600)",2008,0.6431242303
2008,"[600,610)",2008,0.9590793163
2008,"[610,620)",2008,0.8097869589
2008,"[620,630)",2008,0.4195139534
2008,"[630,640)",2008,0.2580284782
2008,"[640,650)",2008,0.1028365107
2008,"[650,660)",2008,0.0937536841
2008,"[660,670)",2008,0.0159042732
2008,"[670,680)",2008,0.0392577983
2008,"[680,690)",2008,0.0674653999
2008,"[690,700)",2008,0.4598736395
2008,"[700,710)",2008,0.2912554599
2008,"[710,720)",2008,0.0203754251
2008,"[720,730)",2008,0.0627494989
2008,"[730,740)",2008,0.306810489
2008,"[740,750)",2008,0.1230290687
2008,"[750,760)",2008,0.0519393989
2008,"[760,770)",2008,0.0652489571
2008,"[770,780)",2008,0.038539462
2008,"[780,790)",2008,0.056663099
2008,"[790,800)",2008,0.0823544419
2008,"[800,810)",2008,0.16449668
2008,"[810,820)",2008,0.0793739108
2008,"[820,830)",2008,0.0157882801
2008,"[830,840)",2008,0.0030444356
2008,"[840,850)",2008,0.1310112065
2008,"[850,860)",2008,0.5021239978
2008,"[860,870)",2008,0.2232247006
2008,"[870,880)",2008,0.0300731365
2008,"[880,890)",2008,0.1036043308
2008,"[890,900)",2008,0.0239604997
2008,"[900,910)",2008,0.0273760952
2008,"[910,920)",2008,0.0541966558
2008,"[920,930)",2008,0.0199683561
2008,"[930,940)",2008,0.0069497452
2008,"[940,950)",2008,0.0173444114
2008,"[950,960)",2008,0.0054814423
2008,"[960,970)",2008,0.0160320412
2008,"[970,980)",2008,0.0092025905
2008,"[980,990)",2008,0
2008,"[990,1000)",2008,0.0023881148
2008,"[1000,1010)",2008,0.2152358776
2008,"[1010,1020)",2008,0.2577652424
2008,"[1020,1030)",2008,0.0465067564
2008,"[1030,1040)",2008,0.0029693889
2008,"[1040,1050)",2008,0.0527149597
2008,"[1050,1060)",2008,0.0062453333
2008,"[1060,1070)",2008,0.0712468011
2008,"[1070,1080)",2008,0.0259871749
2008,"[1080,1090)",2008,0.0039265744
2008,"[1090,1100)",2008,0.0257516377
2008,"[1100,1110)",2008,0.1561425052
2008,"[1110,1120)",2008,0.2024326606
2008,"[1120,1130)",2008,0.0132579481
2008,"[1130,1140)",2008,0.0005670912
2008,"[1140,1150)",2008,0.010143298
2008,"[1150,1160)",2008,0.0524762781
2008,"[1160,1170)",2008,0.0321931214
2008,"[1170,1180)",2008,0.0208580526
2008,"[1180,1190)",2008,0.0369168886
2008,"[1190,1200)",2008,0.0670653315
2008,"[1200,1210)",2008,0.4675089462
2008,"[1210,1220)",2008,0.5322227064
2008,"[1220,1230)",2008,0.2676461399
2008,"[1230,1240)",2008,0.0819450699
2008,"[1240,1250)",2008,0.2696229057
2008,"[1250,1260)",2008,0.4566018382
2008,"[1260,1270)",2008,0.2226712532
2008,"[1270,1280)",2008,0.1758473318
2008,"[1280,1290)",2008,0.3762146724
2008,"[1290,1300)",2008,0.5255646449
2008,"[1300,1310)",2008,0.7457117649
2008,"[1310,1320)",2008,0.6061996314
2008,"[1320,1330)",2008,0.3456556206
2008,"[1330,1340)",2008,0.3075761811
2008,"[1340,1350)",2008,0.2128357879
2008,"[1350,1360)",2008,0.3050466001
2008,"[1360,1370)",2008,0.1538304522
2008,"[1370,1380)",2008,0.2315884512
2008,"[1380,1390)",2008,0.352330528
2008,"[1390,1400)",2008,0.280220501
2008,"[1400,1410)",2008,0.3822786822
2008,"[1410,1420)",2008,0.231829659
2008,"[1420,1430)",2008,0.1150386395
2008,"[1430,1440)",2008,0.2530903338
2008,"[1440,1450)",2008,0.2572556652
2008,"[1450,1460)",2008,0.1440306886
2008,"[1460,1470)",2008,0.0663301342
2008,"[1470,1480)",2008,0.3361469176
2008,"[1480,1490)",2008,0.2256712278
2008,"[1490,1500)",2008,0.5352857032
2009,"[0,10)",2009,0.2698627572
2009,"[10,20)",2009,0.1710147746
2009,"[20,30)",2009,0.0964576502
2009,"[30,40)",2009,0.0638792282
2009,"[40,50)",2009,0.0752673314
2009,"[50,60)",2009,0.0372976384
2009,"[60,70)",2009,0.0099243813
2009,"[70,80)",2009,0.0052291483
2009,"[80,90)",2009,0.0362220734
2009,"[90,100)",2009,0.1290576996
2009,"[100,110)",2009,0.0583972481
2009,"[110,120)",2009,0.0078417114
2009,"[120,130)",2009,0.0016113176
2009,"[130,140)",2009,0.0149377127
2009,"[140,150)",2009,0.3558217921
2009,"[150,160)",2009,0.401239472
2009,"[160,170)",2009,0.0363823333
2009,"[170,180)",2009,0.0382753727
2009,"[180,190)",2009,0.0632838449
2009,"[190,200)",2009,0.046854827
2009,"[200,210)",2009,0.0395871183
2009,"[210,220)",2009,0.0056379047
2009,"[220,230)",2009,0.012176656
2009,"[230,240)",2009,0.1017701518
2009,"[240,250)",2009,0.0126912739
2009,"[250,260)",2009,0.0011695767
2009,"[260,270)",2009,0.0095169014
2009,"[270,280)",2009,0.0037594436
2009,"[280,290)",2009,0
2009,"[290,300)",2009,0.0280943506
2009,"[300,310)",2009,0.08198289
2009,"[310,320)",2009,0
2009,"[320,330)",2009,0.0014257591
2009,"[330,340)",2009,0.00744045
2009,"[340,350)",2009,0.0115674595
2009,"[350,360)",2009,0.0013930323
2009,"[360,370)",2009,0.09516815
2009,"[370,380)",2009,0.0502449646
2009,"[380,390)",2009,0.1203196005
2009,"[390,400)",2009,0.0107340831
2009,"[400,410)",2009,0.0063285936
2009,"[410,420)",2009,0.0082094409
2009,"[420,430)",2009,0.0446180406
2009,"[430,440)",2009,0.0997545386
2009,"[440,450)",2009,0.0027781009
2009,"[450,460)",2009,0.0015474363
2009,"[460,470)",2009,0.0094207829
2009,"[470,480)",2009,0.0661121697
2009,"[480,490)",2009,0.0720015155
2009,"[490,500)",2009,0.0107040167
2009,"[500,510)",2009,0.0136705986
2009,"[510,520)",2009,0.0037605418
2009,"[520,530)",2009,0.0275458586
2009,"[530,540)",2009,0.0204160076
2009,"[540,550)",2009,0.000184039
2009,"[550,560)",2009,0.0009212772
2009,"[560,570)",2009,0.0637952937
2009,"[570,580)",2009,0.0861478643
2009,"[580,590)",2009,0.1758085571
2009,"[590,600)",2009,0.6636651582
2009,"[600,610)",2009,0.9606682628
2009,"[610,620)",2009,0.8129462039
2009,"[620,630)",2009,0.4237474102
2009,"[630,640)",2009,0.2679836328
2009,"[640,650)",2009,0.1097452977
2009,"[650,660)",2009,0.0998906271
2009,"[660,670)",2009,0.0163111681
2009,"[670,680)",2009,0.0438018727
2009,"[680,690)",2009,0.0674653999
2009,"[690,700)",2009,0.4669034049
2009,"[700,710)",2009,0.3093822715
2009,"[710,720)",2009,0.0224997323
2009,"[720,730)",2009,0.0683238166
2009,"[730,740)",2009,0.3159833028
2009,"[740,750)",2009,0.1282630715
2009,"[750,760)",2009,0.0540320103
